Rank	Journal	Journal.ISSN.(print.version)	Journal.EISSN.(online.version)	Pmid	Doi	fulltext	Journal.title	Journal.URL	Alternative.title	Publisher	Society.or.institution	"Platform,.host.or.aggregator"	Country.of.publisher	Journal.article.processing.charges.(APCs)	APC.information.URL	APC.amount	Currency	Journal.article.submission.fee	Submission.fee.URL	Submission.fee.amount	Submission.fee.currency	Journal.waiver.policy.(for.developing.country.authors.etc)	Waiver.policy.information.URL	Digital.archiving.policy.or.program(s)	Archiving:.national.library	Archiving:.other	Archiving.infomation.URL	Journal.full-text.crawl.permission	Permanent.article.identifiers	Journal.provides.download.statistics	Download.statistics.information.URL	First.calendar.year.journal.provided.online.Open.Access.content	Full.text.formats	Keywords	Full.text.language	URL.for.the.Editorial.Board.page	Review.process	Review.process.information.URL	URL.for.journal's.aims.&.scope	URL.for.journal's.instructions.for.authors	Journal.plagiarism.screening.policy	Plagiarism.information.URL	Average.number.of.weeks.between.submission.and.publication	URL.for.journal's.Open.Access.statement	Machine-readable.CC.licensing.information.embedded.or.displayed.in.articles	URL.to.an.example.page.with.embedded.licensing.information	Journal.license	License.attributes	URL.for.license.terms	Does.this.journal.allow.unrestricted.reuse.in.compliance.with.BOAI?	Deposit.policy.directory	Author.holds.copyright.without.restrictions	Copyright.information.URL	Author.holds.publishing.rights.without.restrictions	Publishing.rights.information.URL	DOAJ.Seal	Tick:.Accepted.after.March.2014	Added.on.Date	Subjects	Number.of.Article.Records	Most.Recent.Article.Added	
11	Acta Pharm	NA	1846-9558	32074072	10.2478/acph-2020-0030	done	Acta Pharmaceutica	http://www.degruyter.com/view/j/acph	NA	Sciendo	Croatian Pharmaceutical Society	Sciendo	Poland	Yes	http://www.degruyter.com/view/supplement/s18469558_Instructions.pdf	450	EUR - Euro	NA	http://www.degruyter.com/view/supplement/s18469558_Instructions.pdf	NA	NA	NA	NA	Portico	NA	NA	http://www.degruyter.com/page/859	Yes	DOI	NA	NA	2007	PDF	"biomedicine, pharmaceutical and related sciences"	English	http://www.degruyter.com/view/j/acph	Peer review	http://www.degruyter.com/view/supplement/s18469558_Instructions.pdf	http://www.degruyter.com/view/j/acph	http://www.degruyter.com/view/supplement/s18469558_Instructions.pdf	Yes	http://degruyteropen.com/dgopen-takes-a-further-step-to-ward-off-plagiarism/	20	http://degruyteropen.com/you/journal-author/open-access-statement/	Yes	http://www.degruyter.com/view/j/acph.2014.64.issue-4/acph-2014-0036/acph-2014-0036.xml?format=INT	CC BY-NC-ND	NA	http://www.degruyter.com/view/supplement/s18469558_Licence_to_publish.pdf	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2007-11-23T10:28:44Z	Social Sciences: Industries. Land use. Labor: Special industries and trades: Pharmaceutical industry	280	2020-03-13T14:32:11Z	
12	Acta Stomatol Croat	0001-7019	1846-0410	32099263	10.15644/asc53/4/8	todo	Acta Stomatologica Croatica	http://hrcak.srce.hr/index.php?show=casopis&id_casopis=6	NA	University of Zagreb. School of Dental Medicine	"Croatian dental society, Croatian medical association"	Hrčak	Croatia	No	http://hrcak.srce.hr/index.php?show=casopis&id_casopis=6	NA	NA	NA	http://hrcak.srce.hr/index.php?show=casopis&id_casopis=6	NA	NA	NA	NA	NA	NA	Hrcak	http://hrcak.srce.hr/index.php?show=casopis&id_casopis=6	Yes	DOI	NA	NA	1966	PDF	"dentistry, odontology, oral health"	"Croatian, English"	http://www.ascro.hr/index.php?id=61	Double blind peer review	http://hrcak.srce.hr/index.php?show=casopis&id_casopis=6	http://hrcak.srce.hr/upute/upute_autorima_Acta_stomatologica_Croatica.pdf	http://hrcak.srce.hr/upute/upute_autorima_Acta_stomatologica_Croatica.pdf	NA	NA	12	http://hrcak.srce.hr/index.php?show=casopis&id_casopis=6	NA	NA	CC BY-NC-ND	NA	http://hrcak.srce.hr/index.php?show=casopis&id_casopis=6	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2007-05-10T13:55:49Z	Medicine: Dentistry	210	2020-02-06T08:34:34Z	
13	Acta Vet. Scand.	NA	1751-0147	32164768	10.1186/s13028-020-0511-z	done	Acta Veterinaria Scandinavica	http://actavetscand.biomedcentral.com	NA	BMC	Veterinary Associations of the Nordic Countries	BMC	United Kingdom	Yes	http://actavetscand.biomedcentral.com/about	1510	GBP - Pound Sterling	NA	http://www.biomedcentral.com/submissions/article-processing-charges	NA	NA	Yes	http://www.biomedcentral.com/submissions/article-processing-charges	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	British Library; Koninklijke Bibliotheek	NA	http://www.biomedcentral.com/publishing-services/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://actavetscand.biomedcentral.com/articles/10.1186/s13028-016-0209-4	2001	"PDF, HTML"	"veterinary research, veterinary medicine"	English	http://actavetscand.biomedcentral.com/about/editorial-board	Blind peer review	http://actavetscand.biomedcentral.com/about	http://actavetscand.biomedcentral.com/about	http://actavetscand.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/submissions/editorial-policies#duplicate+publication	19	http://actavetscand.biomedcentral.com/about	Yes	http://actavetscand.biomedcentral.com/articles/10.1186/s13028-016-0209-4	CC BY	NA	http://www.biomedcentral.com/about	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2006-06-12T11:42:39Z	Agriculture: Animal culture: Veterinary medicine	1041	2020-03-15T12:53:28Z	
14	Addict Sci Clin Pract	1940-0632	1940-0640	32085807	10.1186/s13722-020-00186-7	done	Addiction Science & Clinical Practice	http://ascpjournal.biomedcentral.com	Addiction Science and Clinical Practice	BMC	Evans Medical Foundation	BMC	United Kingdom	Yes	http://ascpjournal.biomedcentral.com/about	1370	GBP - Pound Sterling	NA	http://www.biomedcentral.com/submissions/article-processing-charges	NA	NA	Yes	http://www.biomedcentral.com/submissions/article-processing-charges	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	British Library	NA	http://www.biomedcentral.com/publishing-services/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://ascpjournal.biomedcentral.com/articles/10.1186/s13722-015-0045-2	2012	"PDF, HTML"	"substance abuse, alcohol, tobacco, drug abuse, addictive behaviour, addiction treatment"	English	http://ascpjournal.biomedcentral.com/about/editorial-board	Blind peer review	http://ascpjournal.biomedcentral.com/about	http://ascpjournal.biomedcentral.com/about	http://ascpjournal.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/submissions/editorial-policies#duplicate+publication	28	http://ascpjournal.biomedcentral.com/about	Yes	http://ascpjournal.biomedcentral.com/articles/10.1186/s13722-015-0045-2	CC BY	NA	http://www.biomedcentral.com/about	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2013-08-12T20:47:13Z	Medicine: Medicine (General) | Social Sciences: Social pathology. Social and public welfare. Criminology	112	2020-02-23T12:13:38Z	
15	ADMET DMPK	NA	1848-7718	26640596	10.5599/admet.3.1.159	done	ADMET and DMPK	http://pub.iapchem.org/ojs/index.php/admet/index	NA	International Association of Physical Chemists (IAPC)	International Association of Physical Chemists (IAPC)	OJS	Croatia	No	http://pub.iapchem.org/ojs/index.php/admet/about/submissions#authorFees	NA	NA	NA	http://pub.iapchem.org/ojs/index.php/admet/about/submissions#authorFees	NA	NA	NA	NA	NA	NA	NA	NA	Yes	DOI	NA	NA	2013	PDF	"pharmacology, drug absorption, drug metabolism, physical chemistry, adme"	English	http://pub.iapchem.org/ojs/index.php/admet/about/editorialTeam	Peer review	http://pub.iapchem.org/ojs/index.php/admet/about/editorialPolicies#peerReviewProcess	http://pub.iapchem.org/ojs/index.php/admet/about/editorialPolicies#focusAndScope	http://pub.iapchem.org/ojs/index.php/admet/about/submissions#authorGuidelines	NA	NA	4	http://pub.iapchem.org/ojs/index.php/admet/about/editorialPolicies#openAccessPolicy	NA	NA	CC BY	NA	http://pub.iapchem.org/ojs/index.php/admet/about/editorialPolicies#openAccessPolicy	Yes	NA	TRUE	http://pub.iapchem.org/ojs/index.php/admet/about/editorialPolicies#openAccessPolicy	TRUE	http://pub.iapchem.org/ojs/index.php/admet/about/editorialPolicies#openAccessPolicy	No	Yes	2017-11-06T11:59:15Z	Medicine: Therapeutics. Pharmacology	152	2020-03-04T17:21:04Z	
16	Adv Bioinformatics	1687-8027	1687-8035	31354813	10.1155/2019/6815105	done	Advances in Bioinformatics	https://www.hindawi.com/journals/abi/	NA	Hindawi Limited	NA	Hindawi	United Kingdom	Yes	https://www.hindawi.com/journals/abi/apc/	775	USD - US Dollar	NA	https://www.hindawi.com/journals/abi/apc/	NA	NA	Yes	https://www.hindawi.com/journals/abi/apc/	"CLOCKSS, LOCKSS, PMC/Europe PMC/PMC Canada, Portico"	NA	NA	https://www.hindawi.com/journals/abi/ai/	Yes	DOI	Yes	https://www.hindawi.com/journals/abi/2016/6040124/	2008	"PDF, HTML, ePUB, XML"	bioinformatics	English	https://www.hindawi.com/journals/abi/editors/	Blind peer review	https://www.hindawi.com/journals/abi/workflow/	https://www.hindawi.com/journals/abi/aims/	https://www.hindawi.com/journals/abi/guidelines/	Yes	https://www.hindawi.com/journals/abi/ethics/	16	https://www.hindawi.com/journals/abi/	Yes	https://www.hindawi.com/journals/abi/2015/639367/	CC BY	NA	https://www.hindawi.com/journals/abi/guidelines/	Yes	Sherpa/Romeo	TRUE	https://www.hindawi.com/journals/abi/guidelines/	TRUE	https://www.hindawi.com/journals/abi/guidelines/	Yes	Yes	2008-11-11T20:40:49Z	Science: Biology (General) | Social Sciences: Statistics	180	2019-07-17T12:48:36Z	
17	Adv Differ Equ	1687-1839	1687-1847	29770144	10.1186/s13662-018-1553-7	done	Advances in Difference Equations	http://www.advancesindifferenceequations.com/	NA	SpringerOpen	NA	SpringerOpen	United Kingdom	Yes	http://advancesindifferenceequations.springeropen.com/about	730	GBP - Pound Sterling	NA	http://advancesindifferenceequations.springeropen.com/about	NA	NA	Yes	http://advancesindifferenceequations.springeropen.com/about	"CLOCKSS, LOCKSS, Portico"	Koninklijke Bibliotheek	NA	http://www.springeropen.com/get-published/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://advancesindifferenceequations.springeropen.com/articles/10.1186/s13662-016-1063-4	2004	"PDF, HTML"	"differential equations, applicable analysis"	English	http://advancesindifferenceequations.springeropen.com/about/editorial-board	Blind peer review	http://advancesindifferenceequations.springeropen.com/about	http://advancesindifferenceequations.springeropen.com/about	http://advancesindifferenceequations.springeropen.com/submission-guidelines	Yes	http://advancesindifferenceequations.springeropen.com/submission-guidelines/editorial-policies	13	http://advancesindifferenceequations.springeropen.com/about	Yes	http://advancesindifferenceequations.springeropen.com/articles/10.1186/s13662-016-1063-4	CC BY	NA	http://advancesindifferenceequations.springeropen.com/submission-guidelines/copyright	Yes	Sherpa/Romeo	TRUE	https://www.springeropen.com/get-published/copyright/copyright-and-license-agreement	TRUE	https://www.springeropen.com/get-published/copyright/copyright-and-license-agreement	Yes	Yes	2006-02-23T15:51:19Z	Science: Mathematics	2259	2020-03-20T18:34:17Z	
18	Adv Optoelectron	1687-563X	1687-5648	22701475	10.1155/2011/253989	done	Advances in OptoElectronics	https://www.hindawi.com/journals/aoe/	NA	Hindawi Limited	NA	Hindawi	United Kingdom	Yes	https://www.hindawi.com/journals/aoe/apc/	1025	USD - US Dollar	NA	https://www.hindawi.com/journals/aoe/apc/	NA	NA	Yes	https://www.hindawi.com/journals/aoe/apc/	"CLOCKSS, LOCKSS, Portico"	NA	NA	https://www.hindawi.com/journals/aoe/ai/	Yes	DOI	Yes	https://www.hindawi.com/journals/aoe/2017/5728186/	2007	"PDF, HTML, ePUB, XML"	optoelectronics	English	https://www.hindawi.com/journals/aoe/editors/	Blind peer review	https://www.hindawi.com/journals/aoe/workflow/	https://www.hindawi.com/journals/aoe/aims/	https://www.hindawi.com/journals/aoe/guidelines/	Yes	https://www.hindawi.com/journals/aoe/ethics/	11	https://www.hindawi.com/journals/aoe/	Yes	https://www.hindawi.com/journals/aoe/2014/824181/	CC BY	NA	https://www.hindawi.com/journals/aoe/guidelines/	Yes	Sherpa/Romeo	TRUE	https://www.hindawi.com/journals/aoe/guidelines/	TRUE	https://www.hindawi.com/journals/aoe/guidelines/	Yes	Yes	2007-05-21T11:35:59Z	Technology: Electrical engineering. Electronics. Nuclear engineering: Electronics | Science: Physics: Optics. Light	179	2019-10-29T11:56:28Z	
19	Adv Pharmacol Sci	1687-6334	1687-6342	31737067	10.1155/2019/4143137	done	Advances in Pharmacological Sciences	https://www.hindawi.com/journals/aps/	NA	Hindawi Limited	NA	Hindawi	United Kingdom	Yes	https://www.hindawi.com/journals/aps/apc/	1025	USD - US Dollar	NA	https://www.hindawi.com/journals/aps/apc/	NA	NA	Yes	https://www.hindawi.com/journals/aps/apc/	"CLOCKSS, LOCKSS, PMC/Europe PMC/PMC Canada, Portico"	NA	NA	https://www.hindawi.com/journals/aps/ai/	Yes	DOI	Yes	https://www.hindawi.com/journals/aps/2016/4206908/	2008	"PDF, HTML, ePUB, XML"	pharmacology	English	https://www.hindawi.com/journals/aps/editors/	Blind peer review	https://www.hindawi.com/journals/aps/workflow/	https://www.hindawi.com/journals/aps/aims/	https://www.hindawi.com/journals/aps/guidelines/	Yes	https://www.hindawi.com/journals/aps/ethics/	14	https://www.hindawi.com/journals/aps/	Yes	https://www.hindawi.com/journals/aps/2015/978379/	CC BY	NA	https://www.hindawi.com/journals/aps/guidelines/	Yes	Sherpa/Romeo	TRUE	https://www.hindawi.com/journals/aps/guidelines/	TRUE	https://www.hindawi.com/journals/aps/guidelines/	Yes	Yes	2009-12-23T09:36:53Z	Medicine: Therapeutics. Pharmacology	206	2019-10-29T14:01:29Z	
20	Adv Soc Work	1527-8565	2331-4125	27683088	10.18060/18372	done	Advances in Social Work	http://journals.iupui.edu/index.php/advancesinsocialwork 	NA	Indiana University School of Social Work	Indiana University School of Social Work	OJS	United States	No	https://journals.iupui.edu/index.php/advancesinsocialwork/about/editorialPolicies#custom-3	NA	NA	NA	https://journals.iupui.edu/index.php/advancesinsocialwork/about/editorialPolicies#custom-3	NA	NA	NA	NA	NA	NA	NA	NA	Yes	DOI	NA	NA	2008	PDF	"clinical practice, community organization, social administration, social policy, planning, program evaluation"	English	https://journals.iupui.edu/index.php/advancesinsocialwork/about/editorialTeam	Double blind peer review	https://journals.iupui.edu/index.php/advancesinsocialwork/about/editorialPolicies#peerReviewProcess	https://journals.iupui.edu/index.php/advancesinsocialwork/about/editorialPolicies#focusAndScope	https://journals.iupui.edu/index.php/advancesinsocialwork/about/submissions#authorGuidelines	NA	NA	20	https://journals.iupui.edu/index.php/advancesinsocialwork/about/editorialPolicies#openAccessPolicy	NA	NA	CC BY	NA	https://journals.iupui.edu/index.php/advancesinsocialwork/about/editorialPolicies#openAccessPolicy	Yes	NA	TRUE	https://journals.iupui.edu/index.php/advancesinsocialwork/about/submissions#copyrightNotice	TRUE	https://journals.iupui.edu/index.php/advancesinsocialwork/about/submissions#copyrightNotice	No	Yes	2008-09-25T16:52:41Z	Social Sciences: Communities. Classes. Races: Human settlements. Communities | Social Sciences: Sociology (General)	464	2019-02-18T20:19:26Z	
21	Adv Urol	1687-6369	1687-6377	32148479	10.1155/2020/9068068	done	Advances in Urology	https://www.hindawi.com/journals/au/	NA	Hindawi Limited	NA	Hindawi	United Kingdom	Yes	https://www.hindawi.com/journals/au/apc/	1025	USD - US Dollar	NA	https://www.hindawi.com/journals/au/apc/	NA	NA	Yes	https://www.hindawi.com/journals/au/apc/	"CLOCKSS, LOCKSS, PMC/Europe PMC/PMC Canada, Portico"	NA	NA	https://www.hindawi.com/journals/au/ai/	Yes	DOI	Yes	https://www.hindawi.com/journals/au/2017/7056173/	2008	"PDF, HTML, ePUB, XML"	urology	English	https://www.hindawi.com/journals/au/editors/	Blind peer review	https://www.hindawi.com/journals/au/workflow/	https://www.hindawi.com/journals/au/aims/	https://www.hindawi.com/journals/au/guidelines/	Yes	https://www.hindawi.com/journals/au/ethics/	15	https://www.hindawi.com/journals/au/	Yes	https://www.hindawi.com/journals/au/2015/692014/	CC BY	NA	https://www.hindawi.com/journals/au/guidelines/	Yes	Sherpa/Romeo	TRUE	https://www.hindawi.com/journals/au/guidelines/	TRUE	https://www.hindawi.com/journals/au/guidelines/	Yes	Yes	2008-02-26T11:19:37Z	Medicine: Internal medicine: Specialties of internal medicine: Diseases of the genitourinary system. Urology	439	2020-03-01T07:32:58Z	
22	Adv Virol	1687-8639	1687-8647	32148499	10.1155/2020/6212643	done	Advances in Virology 	https://www.hindawi.com/journals/av/	NA	Hindawi Limited	NA	Hindawi	United Kingdom	Yes	https://www.hindawi.com/journals/av/apc/	1025	USD - US Dollar	NA	https://www.hindawi.com/journals/av/apc/	NA	NA	Yes	https://www.hindawi.com/journals/av/apc/	"CLOCKSS, LOCKSS, PMC/Europe PMC/PMC Canada, Portico"	NA	NA	https://www.hindawi.com/journals/av/ai/	Yes	DOI	Yes	https://www.hindawi.com/journals/av/2017/7028194/	2009	"PDF, HTML, ePUB, XML"	"microbiology, virology"	English	https://www.hindawi.com/journals/av/editors/	Blind peer review	https://www.hindawi.com/journals/av/workflow/	https://www.hindawi.com/journals/av/aims/	https://www.hindawi.com/journals/av/guidelines/	Yes	https://www.hindawi.com/journals/av/ethics/	22	https://www.hindawi.com/journals/av/	Yes	https://www.hindawi.com/journals/av/2015/616898/	CC BY	NA	https://www.hindawi.com/journals/av/guidelines/	Yes	Sherpa/Romeo	TRUE	https://www.hindawi.com/journals/av/guidelines/	TRUE	https://www.hindawi.com/journals/av/guidelines/	Yes	Yes	2012-09-04T14:29:18Z	Science: Microbiology	157	2020-03-01T07:32:58Z	
23	Afr J Paediatr Surg	0189-6725	0974-5998	31290478	10.4103/ajps.AJPS_10_18	todo	African Journal of Paediatric Surgery	http://www.afrjpaedsurg.org/	NA	Wolters Kluwer Medknow Publications	Pan-African Paediatric Surgical Association and Association of Paediatric Surgeons of Nigeria		Wolters Kluwer Medknow Publications	India	Yes	http://www.afrjpaedsurg.org/contributors.asp#Man	150	USD - US Dollar	NA	http://www.afrjpaedsurg.org/contributors.asp#Man	NA	NA	Yes	http://www.afrjpaedsurg.org/contributors.asp#Man	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	NA	NA	http://www.afrjpaedsurg.org/aboutus.asp	Yes	DOI	Yes	http://medknow.com/statistics.asp	2008	"PDF, HTML, ePUB, XML"	"surgery, clinical and experimental surgery, paediatric surgery"	English	http://www.afrjpaedsurg.org/editorialboard.asp	Double blind peer review	http://www.afrjpaedsurg.org/contributors.asp#Edi	http://www.afrjpaedsurg.org/contributors.asp#Sco	http://www.afrjpaedsurg.org/contributors.asp	NA	NA	21	http://www.afrjpaedsurg.org/aboutus.asp	NA	NA	CC BY-NC-SA	NA	http://www.afrjpaedsurg.org/aboutus.asp	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2008-07-29T10:43:43Z	Medicine: Pediatrics | Medicine: Surgery	659	2019-03-25T08:28:23Z
24	Afr J Urol	1110-5704	1961-9987	25221428	10.1016/j.afju.2013.08.001	done	African Journal of Urology	https://afju.springeropen.com	NA	SpringerOpen	Pan African Urological Surgeons' Association	SpringerOpen	United Kingdom	No	https://afju.springeropen.com/about	NA	NA	NA	https://afju.springeropen.com/about	NA	NA	NA	NA	"CLOCKSS, Portico"	Koninklijke Bibliotheek	NA	https://www.springeropen.com/get-published/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	https://afju.springeropen.com/articles/10.1186/s12301-019-0002-5	2012	"PDF, HTML"	"urology, endourology, uro-radiology, genitourinary medicine"	English	https://afju.springeropen.com/about/editorial-board	Double blind peer review	https://afju.springeropen.com/about	https://afju.springeropen.com/about	https://afju.springeropen.com/submission-guidelines	Yes	https://www.springeropen.com/get-published/editorial-policies	9	https://afju.springeropen.com/about	Yes	https://afju.springeropen.com/articles/10.1186/s12301-019-0004-3	CC BY	NA	https://www.springeropen.com/get-published/copyright	Yes	Sherpa/Romeo	TRUE	https://www.springeropen.com/get-published/copyright/copyright-and-license-agreement	TRUE	https://www.springeropen.com/get-published/copyright/copyright-and-license-agreement	No	Yes	2016-11-11T13:36:44Z	Medicine: Internal medicine: Specialties of internal medicine: Diseases of the genitourinary system. Urology	473	2020-03-20T18:07:09Z	
25	Algorithms	NA	1999-4893	31448059	10.3390/a12010023	done	Algorithms	http://www.mdpi.com/journal/algorithms	NA	MDPI AG	NA	MDPI AG	Switzerland	Yes	http://www.mdpi.com/journal/algorithms/apc	1000	CHF - Swiss Franc	NA	http://www.mdpi.com/journal/algorithms/apc	NA	NA	NA	NA	CLOCKSS	Swiss National Library	NA	https://thekeepers.org/journals?query=1999-4893	Yes	DOI	Yes	http://www.mdpi.com/journal/algorithms/stats	2008	"PDF, HTML, XML"	computer science	English	http://www.mdpi.com/journal/algorithms/editors	Blind peer review	http://www.mdpi.com/journal/algorithms/instructions#editorial_procedure	http://www.mdpi.com/journal/algorithms/about	http://www.mdpi.com/journal/algorithms/instructions	NA	http://www.mdpi.com/journal/algorithms/instructions#ethics	11	http://www.mdpi.com/about/openaccess	Yes	http://www.mdpi.com/1999-4893/8/1/19	CC BY	NA	http://www.mdpi.com/journal/algorithms/about	Yes	Sherpa/Romeo	TRUE	http://www.mdpi.com/authors	TRUE	http://www.mdpi.com/authors	Yes	Yes	2008-11-05T11:26:07Z	Technology: Technology (General): Industrial engineering. Management engineering | Science: Mathematics: Instruments and machines: Electronic computers. Computer science	1028	2020-03-13T14:14:54Z	
26	Algorithms Mol Biol	NA	1748-7188	32082410	10.1186/s13015-020-0162-7	done	Algorithms for Molecular Biology	http://almob.biomedcentral.com	NA	BMC	NA	BMC	United Kingdom	Yes	http://almob.biomedcentral.com/about	1370	GBP - Pound Sterling	NA	http://www.biomedcentral.com/submissions/article-processing-charges	NA	NA	Yes	http://www.biomedcentral.com/submissions/article-processing-charges	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	British Library; Koninklijke Bibliotheek	NA	http://www.biomedcentral.com/publishing-services/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://almob.biomedcentral.com/articles/10.1186/s13015-016-0071-y	2006	"PDF, HTML"	"molecular biology, biological structure analysis, genome analysis, sequence analysis, phylogeny, biological computation"	English	http://almob.biomedcentral.com/about/editorial-board	Blind peer review	http://almob.biomedcentral.com/about	http://almob.biomedcentral.com/about	http://almob.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/submissions/editorial-policies#duplicate+publication	25	http://almob.biomedcentral.com/about	Yes	http://almob.biomedcentral.com/articles/10.1186/s13015-016-0071-y	CC BY	NA	http://www.biomedcentral.com/about	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2006-02-20T09:11:12Z	Science: Biology (General): Genetics	234	2020-02-16T12:24:00Z	
27	Allergy Asthma Clin Immunol	1710-1484	1710-1492	32206067	10.1186/s13223-020-0413-7	done	"Allergy, Asthma & Clinical Immunology"	http://aacijournal.biomedcentral.com	"AACI : Allergy, Asthma and Clinical Immunology"	BMC	Canadian Society of Allergy and Clinical Immunology	BMC	United Kingdom	Yes	http://aacijournal.biomedcentral.com/about	1370	GBP - Pound Sterling	NA	http://www.biomedcentral.com/submissions/article-processing-charges	NA	NA	Yes	http://www.biomedcentral.com/submissions/article-processing-charges	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	British Library; Koninklijke Bibliotheek	NA	http://www.biomedcentral.com/publishing-services/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://aacijournal.biomedcentral.com/articles/10.1186/s13223-015-0107-8	2005	"PDF, HTML"	"immune system, allergy, immunological disease"	English	http://aacijournal.biomedcentral.com/about/editorial-board	Blind peer review	http://aacijournal.biomedcentral.com/about	http://aacijournal.biomedcentral.com/about	http://aacijournal.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/submissions/editorial-policies#duplicate+publication	12	http://aacijournal.biomedcentral.com/about	Yes	http://aacijournal.biomedcentral.com/articles/10.1186/s13223-015-0107-8	CC BY	NA	http://www.biomedcentral.com/about	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2011-04-28T16:38:27Z	Medicine: Internal medicine: Specialties of internal medicine: Immunologic diseases. Allergy	549	2020-03-20T18:10:32Z	
28	Alzheimers Res Ther	NA	1758-9193	32192537	10.1186/s13195-020-00597-3	done	Alzheimer’s Research & Therapy	http://www.alzres.com	NA	BMC	Alzheimer's Disease International	BMC	United Kingdom	Yes	http://www.alzres.com/about#apc	1390	GBP - Pound Sterling	NA	http://www.alzres.com/about/apcfaq/whicharticletypes	NA	NA	Yes	http://www.biomedcentral.com/authors/oawaiverfund 	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	Koninklijke Bibliotheek	INIST	http://www.biomedcentral.com/about/archive 	Yes	DOI	Yes	http://www.alzres.com/content/7/1/28/about	2009	"PDF, HTML, ePUB"	"alzheimer's disease, dementia, neurodegenerative diseases"	English	http://www.alzres.com/about/edboard	Peer review	http://www.alzres.com/about#publication	http://www.alzres.com/about#aimsscope	http://www.alzres.com/authors/instructions	Yes	http://www.biomedcentral.com/about/editorialpolicies#DuplicatePublication 	16	http://www.alzres.com/about#openaccess 	Yes	http://www.alzres.com/content/7/1/43	CC BY	NA	http://www.biomedcentral.com/about/license 	Yes	Sherpa/Romeo	TRUE	http://www.alzres.com/about#whypublish 	TRUE	http://www.biomedcentral.com/about/license 	Yes	Yes	2015-11-16T14:14:16Z	Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system	333	2020-03-20T18:36:04Z	
29	An. Acad. Bras. Cienc.	0001-3765	1678-2690	32187277	10.1590/0001-3765202020181174	done	Anais da Academia Brasileira de Ciências	http://www.scielo.br/scielo.php?script=sci_serial&pid=0001-3765&lng=en&nrm=iso	Annals of the Brazilian Academy of Sciences	Academia Brasileira de Ciências	NA	SciELO Brazil	Brazil	No	http://www.scielo.br/revistas/aabc/iinstruc.htm	NA	NA	NA	http://www.scielo.br/revistas/aabc/iinstruc.htm	NA	NA	NA	NA	NA	NA	NA	NA	Yes	DOI	NA	NA	2000	"PDF, HTML, XML"	"biological sciences, exact and earth sciences, health sciences"	English	http://www.scielo.br/revistas/aabc/iedboard.htm	Peer review	http://www.scielo.br/revistas/aabc/iinstruc.htm	http://www.scielo.br/revistas/aabc/iaboutj.htm	http://www.scielo.br/revistas/aabc/iinstruc.htm	Yes	http://www.scielo.br/revistas/aabc/iinstruc.htm	18	http://www.scielo.br/revistas/aabc/isubscrp.htm	Yes	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401505&lng=en&nrm=iso&tlng=en	CC BY	NA	http://www.scielo.br/revistas/aabc/iaboutj.htm	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2004-04-23T21:31:00Z	Science	2624	2019-10-09T08:15:52Z	
